Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
641335b23ddb0f5ea331f0c8,6026f1c19366fc4778bfd055,AWAITING REVIEW,2023-03-16T15:28:50.910000Z,2023-03-16T15:42:27.322000Z,,2023-03-16T15:42:27.664793Z,817,CVCWHIQC,176,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
641335b87ba7fd668c2b34ff,6032a9f84634b22d7f6b72a8,AWAITING REVIEW,2023-03-16T15:29:11.247000Z,2023-03-16T15:46:38.355000Z,,2023-03-16T15:47:02.286633Z,1048,CVCWHIQC,243,44,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time
641335b8b98737ffa70233f4,5e283f8ad48ecf000ddd0724,AWAITING REVIEW,2023-03-16T15:28:56.449000Z,2023-03-16T15:36:32.190000Z,,2023-03-16T15:36:32.782885Z,456,CVCWHIQC,229,23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
641335bed255c2373813f2e4,5f8568d460bd670009af15a2,AWAITING REVIEW,2023-03-16T15:29:02.269000Z,2023-03-16T16:04:00.090000Z,,2023-03-16T16:04:00.421315Z,2098,CVCWHIQC,154,40,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335bfcfeaad3051cf2a37,5fdab0e02dc9175671e22e13,AWAITING REVIEW,2023-03-16T15:29:03.148000Z,2023-03-16T16:01:23.466000Z,,2023-03-16T16:01:24.285120Z,1941,CVCWHIQC,117,26,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335cbef0a586a6608ff5c,5ea9ee97ae93691692c125c6,AWAITING REVIEW,2023-03-16T15:29:15.445000Z,2023-03-16T15:57:24.441000Z,,2023-03-16T15:57:48.326022Z,1689,CVCWHIQC,325,37,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335cf75c2b8ebe78f3378,5f823a9879e10536650a3d81,AWAITING REVIEW,2023-03-16T15:29:19.325000Z,2023-03-16T15:40:55.096000Z,,2023-03-16T15:40:55.660791Z,696,CVCWHIQC,219,20,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
641335d0cd482797580ba114,60e5d224c2070a7adc97befe,AWAITING REVIEW,2023-03-16T15:29:20.612000Z,2023-03-16T15:40:32.672000Z,,2023-03-16T15:40:45.340831Z,673,CVCWHIQC,259,38,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335d193f6124227fd7fcc,5e6663a7e18d153d4d0a4b2c,AWAITING REVIEW,2023-03-16T15:29:21.268000Z,2023-03-16T15:39:01.337000Z,,2023-03-16T15:39:04.142603Z,581,CVCWHIQC,148,27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
641335d46695a754948d8d97,60ad13199b3cffb1ac25fe95,AWAITING REVIEW,2023-03-16T15:29:24.152000Z,2023-03-16T16:02:36.761000Z,,2023-03-16T16:02:37.293799Z,1993,CVCWHIQC,96,25,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335d601ada1634e2b350e,607ea8ae99695caf062d8f49,AWAITING REVIEW,2023-03-16T15:29:26.601000Z,2023-03-16T15:51:32.585000Z,,2023-03-16T15:51:33.060979Z,1326,CVCWHIQC,57,21,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
641335d94f775d1fb3fe7d85,60b7e7db11897639638f15cb,AWAITING REVIEW,2023-03-16T15:29:29.646000Z,2023-03-16T15:40:26.006000Z,,2023-03-16T15:40:39.242579Z,657,CVCWHIQC,226,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
641335d9c9cfb1274db822a4,6011a4b308baec1050c17853,AWAITING REVIEW,2023-03-16T15:29:41.863000Z,2023-03-16T15:40:45.894000Z,,2023-03-16T15:40:49.432416Z,665,CVCWHIQC,462,46,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335d9d01c91d4cc737193,58828d8beae1f900010574ba,AWAITING REVIEW,2023-03-16T15:29:38.739000Z,2023-03-16T16:11:23.465000Z,,2023-03-16T16:11:46.376019Z,2505,CVCWHIQC,525,31,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335dc7025ac75dd08fefa,605272be8568b6160f582f2e,AWAITING REVIEW,2023-03-16T15:29:32.025000Z,2023-03-16T15:49:17.774000Z,,2023-03-16T15:49:18.476333Z,1186,CVCWHIQC,230,25,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
641335df66cccabd5a474971,5ca8b0cded17090016e1f1c1,AWAITING REVIEW,2023-03-16T15:29:35.666000Z,2023-03-16T15:41:16.187000Z,,2023-03-16T15:41:16.627496Z,701,CVCWHIQC,266,43,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
641335e194415efa8c9f9c93,5e8f31ca66838a1ff52975b5,AWAITING REVIEW,2023-03-16T15:29:37.944000Z,2023-03-16T15:38:21.296000Z,,2023-03-16T15:38:21.851498Z,524,CVCWHIQC,347,26,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
641335e336a721665866beb5,5ce2d3e491250a00018e04f4,AWAITING REVIEW,2023-03-16T15:31:15.766000Z,2023-03-16T15:49:30.662000Z,,2023-03-16T15:49:31.665974Z,1095,CVCWHIQC,484,53,Female,White,Germany,Portugal,Portugal,Portuguese,No,Full-Time
641335ed971e5b241d301725,615591b8814426404194e181,AWAITING REVIEW,2023-03-16T15:29:49.723000Z,2023-03-16T15:39:28.343000Z,,2023-03-16T15:39:28.743646Z,579,CVCWHIQC,146,28,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
641335ede7bbe5bc742ea968,5f228a74c16ecb762a93f0ba,AWAITING REVIEW,2023-03-16T15:29:49.492000Z,2023-03-16T15:44:48.698000Z,,2023-03-16T15:45:28.712237Z,900,CVCWHIQC,378,30,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
641335ee4bb18677f707dfa2,5e5d452bd14844058f570303,AWAITING REVIEW,2023-03-16T15:29:50.447000Z,2023-03-16T15:42:55.331000Z,,2023-03-16T15:42:55.849914Z,785,CVCWHIQC,151,22,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,DATA_EXPIRED
641335efc8102a3c349bec0f,60eee976c85c395201e05d6c,AWAITING REVIEW,2023-03-16T15:29:55.258000Z,2023-03-16T15:48:15.880000Z,,2023-03-16T15:48:16.292374Z,1101,CVCWHIQC,81,25,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
641335f212fdd9838f31f06a,603d7ba0ecb86cc51ed2e12c,AWAITING REVIEW,2023-03-16T15:29:54.754000Z,2023-03-16T15:48:01.756000Z,,2023-03-16T15:48:05.632322Z,1088,CVCWHIQC,173,24,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,DATA_EXPIRED
641335f25518517d144de424,6150daf263ed4ef054fa3452,AWAITING REVIEW,2023-03-16T15:29:54.918000Z,2023-03-16T15:39:56.562000Z,,2023-03-16T15:39:57.452701Z,602,CVCWHIQC,90,22,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
641335f5cc3d03b9bc940592,613a7ec6d7569819b9b06206,AWAITING REVIEW,2023-03-16T15:30:40.141000Z,2023-03-16T15:46:07.805000Z,,2023-03-16T15:46:39.695236Z,928,CVCWHIQC,172,20,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
641335f7d9e830909b8f33d2,5fd8f9f5beb78f33766084c3,AWAITING REVIEW,2023-03-16T15:29:59.079000Z,2023-03-16T15:41:39.238000Z,,2023-03-16T15:41:41.911075Z,701,CVCWHIQC,113,20,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
641335fd31698f7c314f8663,60a26ad1e2901bd1dd12a7ba,AWAITING REVIEW,2023-03-16T15:30:05.477000Z,2023-03-16T15:40:27.462000Z,,2023-03-16T15:40:38.653691Z,622,CVCWHIQC,26,22,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
641335feb3e15924be1b8ac7,6092e2aac56871319199b6a5,AWAITING REVIEW,2023-03-16T15:30:06.865000Z,2023-03-16T15:43:54.178000Z,,2023-03-16T15:43:54.564061Z,828,CVCWHIQC,224,24,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
64133600c8df177be3246f9c,55c15819fdf99b6aa2cb9713,AWAITING REVIEW,2023-03-16T15:30:08.665000Z,2023-03-16T15:44:22.570000Z,,2023-03-16T15:44:36.215477Z,854,CVCWHIQC,573,30,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,Full-Time
641336013c845818d7e635d4,5fbc2a6658203e0cf9daa46f,AWAITING REVIEW,2023-03-16T15:30:09.705000Z,2023-03-16T15:39:32.679000Z,,2023-03-16T15:39:33.105202Z,563,CVCWHIQC,67,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
6413360431698f7c314f8664,607d7c8297d36c7835032ce9,AWAITING REVIEW,2023-03-16T15:30:17.964000Z,2023-03-16T15:44:54.847000Z,,2023-03-16T15:45:29.068398Z,877,CVCWHIQC,203,29,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
641336063ddb0f5ea331f0d4,60fb536387af6781abbafe8a,AWAITING REVIEW,2023-03-16T15:30:25.155000Z,2023-03-16T15:44:09.556000Z,,2023-03-16T15:44:10.214971Z,825,CVCWHIQC,81,40,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
64133608136a9861d4552644,60d1b4055074bbd5cb905050,AWAITING REVIEW,2023-03-16T15:34:12.120000Z,2023-03-16T15:44:45.964000Z,,2023-03-16T15:45:24.933497Z,634,CVCWHIQC,126,28,Male,Other,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
64133610955341f6a723ef8c,5e72e39ab0337024169e6e9f,AWAITING REVIEW,2023-03-16T15:30:35.865000Z,2023-03-16T15:38:22.462000Z,,2023-03-16T15:38:22.981999Z,467,CVCWHIQC,109,27,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
6413363c467198ff7072ac14,600a4e976b660c1b22959bbb,AWAITING REVIEW,2023-03-16T15:31:08.670000Z,2023-03-16T15:44:59.436000Z,,2023-03-16T15:45:36.573482Z,831,CVCWHIQC,221,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
6413382d93f6124227fd7ff4,5e89d0a17ec160000888ee98,AWAITING REVIEW,2023-03-16T15:39:25.783000Z,2023-03-16T16:17:24.309000Z,,2023-03-16T16:17:24.704195Z,2279,CVCWHIQC,871,37,Male,White,United States,Portugal,United States,Portuguese,DATA_EXPIRED,Full-Time
64134014361d11cfe0f213eb,5bc1f0157870b900012dcb8a,AWAITING REVIEW,2023-03-16T16:13:36.015000Z,2023-03-16T16:25:14.221000Z,,2023-03-16T16:26:45.501456Z,699,CVCWHIQC,335,23,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
641340b30d6d3c9485df6533,5f4e97aae4fe380a7bad99c7,AWAITING REVIEW,2023-03-16T16:15:47.497000Z,2023-03-16T16:25:00.875000Z,,2023-03-16T16:26:24.846520Z,554,CVCWHIQC,520,25,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6413440c2b1fb461304f869b,5c573e54e9813700018acc31,AWAITING REVIEW,2023-03-16T16:30:05.394000Z,2023-03-16T16:49:24.283000Z,,2023-03-16T16:50:16.501856Z,1159,CVCWHIQC,800,29,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
